FDX8027,PHNL,KMEM
FDX81,KMEM,PANC
FDX81FA,KMEM,PANC
FDX851C,KPHL,KMEM
FDX8E,KMEM,OMDW
FDX947EC,PANC,KOAK
FDX9483,KMEM,KOAK
FDX9486,KOAK,PHNL
FEW040,LEMG,NOTE
FEW40,LEMG,NOTE
FEX605,CYXU,CYHM
FFT1003,KPHL,KATL
FFT1016,KPHL,TJSJ
FFT1016B,KPHL,TJSJ
FFT1106,KPDX,KLAS
FFT1156,KPHL,MMUN
FFT1166E,KPHL,TJSJ
FFT1166FD,KPHL,TJSJ
FFT1196,KBUR,KLAS
FFT1203B,KPHL,KMIA
FFT1230,KSFO,KDEN
FFT1303F,KTPA,KCVG
FFT1383,KPHL,KCLT
FFT1448,KSFO,KATL
FFT1455D,KMSP,KDFW
FFT1474D,KTPA,KPHL
FFT1483,KORD,KDEN
FFT1517,KPHL,KRDU
FFT1538,KTPA,KBWI
FFT1577,KPHL,KRSW
FFT1577E,KPHL,KRSW
FFT1632,KSTL,KMCO
FFT1726CB,KPHL,TJSJ
FFT1807AC,KPHL,KMCO
FFT181,KPHL,MDSD
FFT1812CE,KPHL,MDSD
FFT1850,KSFO,KLAS
FFT1853,KTPA,KATL
FFT2013DD,KTTN,KMCO
FFT2021,KPHL,KDTW
FFT2107,KFSD,KDEN
FFT2145,KORD,KLAS
FFT2176BD,KSEA,KLAX
FFT2216,KTPA,TJSJ
FFT227A,KPHL,MDPC
FFT2291,KPHL,MDPC
FFT22FA,KPHL,MDPC
FFT2339,KPHL,KTPA
FFT2387DF,KPHL,KCLT
FFT2415,KPHL,KMCO
FFT2415E,KPHL,KMCO
FFT2499,KPHL,KPBI
FFT2505,KPHL,KMCO
FFT2505FC,KPHL,KMCO
FFT2507,KPHL,KMCO
FFT2537,KPHL,KTPA
FFT2551,KPHL,KATL
FFT2551C,KPHL,KATL
FFT2581,KPHL,KPBI
FFT2609,KPHL,KFLL
FFT2745F,KTPA,KDEN
FFT2835,KPHL,KTPA
FFT2861,KPHL,KJAX
FFT2911,KTPA,KATL
FFT3,KORD,KATL
FFT3135,KORD,KIAH
FFT3160,KPDX,KPHX
FFT3163E,KSEA,KONT
FFT3216,KLAX,KATL
FFT3339C,KPHL,KDEN
FFT3379,KPHL,KMIA
FFT3379D,KPHL,KMIA
FFT3398,KORD,KATL
FFT3406BC,KSEA,KDEN
FFT3408,KTPA,KCLT
FFT3985E,KPHL,KDFW
FFT4058,KTPA,KJFK
FFT4092,KTPA,KBWI
FFT4158,KSFO,KLAS
FFT4161,KPHL,KDFW
FFT4172,KTPA,KTTN
FFT4172A,KTPA,KTTN
FFT4173,KPHL,KMCO
FFT4455,KPHL,KFLL
FFT4462,KPHL,TJSJ
FFT4462BC,KPHL,TJSJ
FFT4889,KPHL,KBNA
FFT6B,KSTL,MDPC
FFT860B,KSTL,MMUN
FFT90218,KTPA,KATL
FFT90687,KORD,KIAH
FFT90687,KPHL,KATL
FFT91782,KPHL,KTPA
FFT92266,KTPA,KBWI
FFT92266,KTPA,KDEN
FFT94057,KSTL,MDPC
FFT94306,KPHL,KPBI
FFT94306,KPHL,TJSJ
FFT94369,KPHL,KJAX
FFT9509,KSTL,KMCO
FGO086F,LFLX,ZBAD
FGO86EE,LFOK,ZBAD
FGO86EF,LFOK,ZBAD
FIN0319,CYYZ,BIKF
FIN0521,BIKF,CYVR
FIN08PL,EFHK,LEMD
FIN100,VHHH,EFHK,VHHH
FIN1037,EFHK,EETN
FIN1045,EFHK,EETU
FIN1077,EFHK,EVRA
FIN1143,EFHK,EPWA
FIN1175,EFHK,EPGD
FIN121,EFHK,VIDP
FIN122,VIDP,EFHK
FIN131,EFHK,WSSS
FIN131,EFHK,RJTT,EFHK
FIN132,WSSS,EFHK
FIN141,EFHK,VTBS
FIN143,RJTT,EFHK,VTBS
FIN1493,EFHK,LOWI
FIN15,EFHK,KJFK
FIN1501,EFHK,LOWS
FIN151,EFHK,VTSP
FIN1673,EFHK,LEMG
FIN1691,EFHK,GCTS
FIN1699,EFHK,GCRR
FIN16F,EETN,EFHK
FIN1701,EFHK,GCFV
FIN17N,EFHK,EFRO
FIN18N,EFHK,ENGM
FIN19,EFHK,KDFW
FIN19,EFHK,GCLP
FIN19,EFHK,EGLL
FIN19,EFHK,OMDB
FIN1963,EFHK,OMDB
FIN1AB,EFHK,EDDF
FIN1AD,EFHK,LEBL
FIN1AF,EFHK,EFRO
FIN1BL,EFHK,EKCH
FIN1DH,EFHK,EDDM
FIN1DK,EFHK,EFKK
FIN1EG,EFHK,EPKK
FIN1EM,EFKS,EFHK
FIN1EN,EGLL,EFHK
FIN1HA,EFHK,LHBP
FIN1HF,EFHK,EPWA
FIN1KE,EFHK,EVRA
FIN1NX,EFHK,ESSA
FIN1PC,EFHK,EFRO
FIN1PM,EFHK,EKCH
FIN1RA,EFHK,LFMN
FIN1RE,EFHK,EYVI
FIN1RY,LPPT,EFHK
FIN1TC,EFHK,ESSA
FIN1TJ,EFHK,EFVA
FIN1YR,EFHK,EETN
FIN1ZR,EFHK,EFRO
FIN2,RJBB,EFHK
FIN20,EFHK,OMDB
FIN20,EFHK,EGLL
FIN20,EFHK,KJFK
FIN20R,EFHK,EETN
FIN211,EFHK,EFMA
FIN213,EFHK,EFMA
FIN22D,EFHK,EFOU
FIN24K,EFHK,EFKT
FIN26D,EFHK,LKPR
FIN26J,EFHK,EDDH
FIN27E,EFHK,EFRO
FIN27W,EFHK,EGLL
FIN2CM,LIMC,EFHK
FIN2ER,LIRF,EFHK
FIN2L,EFHK,EBBR
FIN2M,LTFG,EFHK
FIN2MF,EFHK,EFRO
FIN2PC,EFHK,EFIV
FIN2PD,EFOU,EFHK
FIN2PG,EFHK,EBBR
FIN31D,EFHK,EFRO
FIN321,EFHK,EFVA
FIN343,KMCO,BIKF
FIN343,KBWI,BIKF
FIN34C,EFHK,BIKF
FIN36M,EFHK,LPMA
FIN375,EFHK,EFKU
FIN38B,EFHK,ENBR
FIN3AN,EFHK,LIRF
FIN3AW,EFHK,EDDB
FIN3EF,EFHK,LFPG
FIN3EJ,EFHK,ESSA
FIN3KC,EFHK,EFKU
FIN3ML,EFHK,EGLL
FIN3PJ,EFHK,EFKU
FIN3PX,EFHK,EFIV
FIN3V,EFHK,EYVI
FIN3WR,EFHK,EKCH
FIN40T,EFHK,ESSA
FIN41,RJTT,EFHK,RKSI
FIN41,EFHK,VTBS
FIN42T,EFHK,EFKU
FIN439,EFHK,EFOU
FIN43D,EFHK,BIKF
FIN440,EFOU,EFHK
FIN451,EFHK,EFOU
FIN455,EFHK,EFOU
FIN45M,EFHK,LIMC
FIN47U,EFHK,EHAM
FIN481,EFHK,EFKS
FIN489,EFHK,EFKS
FIN497,EFHK,EFKS
FIN4AZ,EFHK,EHAM
FIN4B,EFHK,EFOU
FIN4BX,EFHK,EFKT
FIN4CL,EFHK,EFOU
FIN4D,EFHK,EETN
FIN4DU,EFHK,ENTC
FIN4E,EFHK,ENGM
FIN4EA,EFHK,EIDW
FIN4EL,EFHK,EETN
FIN4HX,EFHK,EFRO
FIN4LB,EFHK,EETN
FIN4MW,EFHK,EFOU
FIN4N,EFHK,EFRO
FIN4NR,EFHK,ESGG
FIN4PC,EFHK,EGPH
FIN4PV,EFHK,EFOU
FIN4RA,ESSA,EFHK
FIN4VP,EFHK,LSGG
FIN4XT,EFHK,EFKS
FIN50A,EFHK,ESSA
FIN50C,EFHK,EDDH
FIN50F,EFHK,LFPG
FIN50M,EFHK,EDDB
FIN511,EFHK,EFKE
FIN513,EFHK,EFKE
FIN519,EFHK,EFKE
FIN527,EFHK,EFRO
FIN52V,EFHK,EBBR
FIN541,EFHK,EFRO,ENTC
FIN575,EFHK,EFKT
FIN579,EFHK,EFKT
FIN581,EFHK,EFKT
FIN583,EFHK,EFKT
FIN587,EFHK,EFKT
FIN58E,EFHK,EFKK
FIN59P,EPWA,EFHK
FIN5CE,EFHK,EFKI
FIN5DL,EFHK,LSZH
FIN5DM,EFHK,LHBP
FIN5H,EFHK,LOWW
FIN5KR,EFRO,EFHK
FIN5LA,EFHK,ESSA
FIN5LQ,EFHK,ESSA
FIN5PA,EFHK,EETU
FIN5PH,EFHK,EETN
FIN5PK,EFHK,EFKT
FIN5R,EFHK,LSGG
FIN5RB,EFHK,EFOU
FIN5RF,EFHK,ESSA
FIN5RG,EFHK,EETN
FIN5SK,EFHK,EGCC
FIN5TP,VIDP,EFHK,OTHH
FIN5UT,EFHK,EPGD
FIN5Y,EFHK,EETN
FIN602,EFIV,EFHK
FIN602,LFPG,BIKF
FIN602,EGKK,BIKF
FIN602,BIKF,EGLL
FIN605,EFHK,EFIV
FIN609,EFHK,EFIV
FIN61,EFHK,RJTT
FIN610,EFIV,EFHK
FIN610,LSGG,EFHK
FIN611,EFHK,EFIV
FIN62,RJTT,EFHK,GCLP
FIN62K,EFHK,EPKK
FIN633,EFHK,EFIV,EFKT
FIN639,EFHK,EFIV,EFKT
FIN645,ESSA,BIKF
FIN65M,LOWW,EFHK
FIN691,ESSA,BIKF
FIN6AP,EFHK,LSZH
FIN6AR,EFHK,LOWI
FIN6BC,EFHK,EDDM
FIN6EH,ESSA,EFHK
FIN6EM,EFHK,EFOU
FIN6EN,EFHK,EGCC
FIN6HA,EFHK,ESGG
FIN6LA,EFHK,ENGM
FIN6LC,EFHK,EFRO
FIN6LE,EFHK,EFJY
FIN6RD,EFHK,EGLL
FIN6RL,EFHK,LOWW
FIN6TF,EFHK,LEAL
FIN6Y,EFHK,LIMC
FIN7,EFHK,KMIA
FIN7001,EFHK,EFRO
FIN7026V,EPWA,EFHK,LOWW
FIN71027,EFHK,EETN
FIN71035,EFKU,EFHK,EVRA,EFHK,EETN,EFHK,EFOU
FIN71045,EFKI,EFHK,EVRA
FIN71045,EFMA,EFHK,ESSA
FIN71076,EETN,EFHK,EFHK,EFKU,EFHK,EFKS
FIN71078,EVRA,EFHK
FIN71078,EFKI,EFHK,EETU
FIN73,EFHK,RJAA
FIN7316,EFKS,EFHK,EETN,EFHK
FIN7322,ESSA,EFHK,EFOU
FIN74,RJAA,EFHK,EFHK,OMDB
FIN7455,EFHK,EETN,EFHK,EFOU
FIN7487,EFKS,EFHK,ENBR,EFHK,EETN,EFHK,EVRA
FIN7869,EFKS,EFHK,EFKS
FIN7869,EFKU,EFHK
FIN78D,EFHK,LIRF
FIN78Q,EFHK,LEMG
FIN7AC,EFHK,GCTS
FIN7AZ,EFOU,EFHK
FIN7BV,EFHK,ENGM
FIN7DX,EFIV,EFHK
FIN7DZ,EFHK,EFOU
FIN7EH,EFHK,EGPH
FIN7EN,EFHK,EFJO
FIN7GR,EFHK,EGLL
FIN7KM,EFIV,EFHK
FIN7LT,EFHK,EKCH
FIN7PM,EFHK,EDDL
FIN7RA,EFHK,EDDF
FIN7WB,EFHK,ESGG
FIN7WG,EFHK,EGLL
FIN7WP,EFHK,EFRO
FIN7YB,EFHK,ESSA
FIN8,RJTT,EFHK,OMDB
FIN80U,EFHK,EYVI
FIN853,ENGM,BIKF
FIN85P,EFHK,GCLP
FIN863,EFHK,ESGG
FIN871,EFHK,ESGG
FIN8AL,EFHK,EPWA
FIN8AZ,EFHK,ESSA
FIN8BX,EPWA,EFHK
FIN8DA,EFHK,LEMG
FIN8DM,EFHK,EDDL
FIN8DP,EFOU,EFHK
FIN8MC,EFOU,EFHK
FIN8PK,EFHK,EFKS
FIN8PL,EFHK,LEMD
FIN8PN,EFHK,EFRO
FIN8PY,LSZH,EFHK
FIN8Q,EFHK,EFKE
FIN8RD,EFHK,BIKF
FIN8RK,EFHK,EKCH
FIN8SM,EDDL,EFHK
FIN8TA,LSZH,EFHK
FIN8TA,ESSA,EFHK
FIN8TV,EFHK,EFIV
FIN8X,EFHK,EVRA
FIN8YL,EFIV,EFHK
FIN8ZE,EFHK,EVRA
FIN8ZR,EPWA,EFHK
FIN919,EFHK,ENGM
FIN91A,EFHK,EFKS
FIN91Y,EFHK,EDDH
FIN923,EFHK,ENBR
FIN935,EFHK,ENTC
FIN95C,EFHK,EDDB
FIN96W,EFHK,LPPT
FIN99,EFHK,VHHH
FIN99,EFHK,VTBS
FIN99,EFHK,GCLP
FIN9AK,EFHK,LFPG
FIN9B,EFHK,EFKI
FIN9CE,EFHK,LFPG
FIN9EP,EETN,EFHK
FIN9J,EFHK,EFRO
FIN9KC,EFHK,LKPR
FIN9KH,EFHK,EETN
FIN9LY,EFHK,EFJO
FIN9PE,EFHK,EFRO
FIN9VM,EFHK,EFVA
FIN9YA,EDDB,EFHK
FIN9YC,EFHK,EIDW
FJ363,NFFN,WSSS
FJ891,KDFW,NFFN
FJ911,NFFN,YSSY
FJ911,NFFN,KLAX
FJ935,NFFN,KDFW
FJO363,NFFN,NZAA
FJO363,NFFN,RJAA
FJO363,NAN,AKL
FJO363,NFFN,YMML
FJO648,EDDM,KLAS
FJO64J,LSZH,LSGS
FJO810,KDFW,NFFN
FJO870,KSFO,NFFN
FJO881,NFFN,YBBN
FJO891,KDFW,NFFN
FJO911,KSFO,NFFN,KLAX
FJO911,NAN,SFO
FJO920,NZAA,NFFN
FJO935,NFFN,KDFW
FL140,SBRJ,PART
FL270,KDCA,KBOS
FL290,KORD,KCLE
FL350,KHOU,DFGK
FL350,KSTL,KLGA
FL360,KTEB,CELL
FL370,KMSP,EQPD
FL380,KBWI,MROC
FL390,KPDX,KSUN
FL400,PHNL,YSSY
FL410,PHNL,KTEB
FLC390,KPDX,KSUN
FLC81,KIND,KFOA
FSR2609,CYVR,PHNL
FSR8,ARKS,PHNL
FWI10A,LFPO,TFFF
FWI11B,TFFF,LFPO
FWI14J,LFPO,TFFF
FWI17F,TFFF,LFPO
FWI29V,TNCM,LFPO
FWI40J,LFPO,TFFR
FWI41D,TFFR,LFPO
FWI42P,LFPO,TFFR
FWI44N,LFPO,TFFR
FWI45V,TFFR,LFPO
FWI46E,LFPO,TFFF
FWI51W,SOCA,LFPO
FWI62I,LFPO,MDCY,MDSD,LFPO
FWI648,LFPO,MMUN
FWI649,MMUN,LFPO
FWI64Y,LFPO,MDPC
FWI67Z,MDPC,LFPO
FWI71K,TFFF,LFPO
FX0568,DEPT,DISP
FX3,DEPT,DISP
FX568,DEPT,DISP
FZ1263,EPWA,OMDB
FZ1406,EPWA,OMDB
FZ1450,EPWA,OMDB
FZ1QS,EPWA,OMDB
FZ3MS,OMDB,LFSB
FZ4TQ,OMDB,EPWA
FZ7GE,EPWA,OMDB
FZ7VR,EPWA,OMDB
FZ9YS,EPWA,OMDB
G40721,KDSM,KIWA
G40729,KFSD,KIWA
G40916,KPGD,KTVC
G41195,KSFB,KBLV
G41195,KSFB,KROA
G41222,KSFB,KHGR
G41267,KPIA,KSFB,KGRR
G41267,KSFB,KTRI
G41267,KSFB,KTVC
G41307,KELM,KSFB
G41337,KCID,KSFB
G42117,KSYR,KFLL
G42309,KSBN,KIWA
G42542,KSYR,KPGD
G42609,KABE,KPIE,KPIE,KMDT
G42649,KPIE,KSYR,KPIE,KMDT
G42649,KBGR,KPIE,KCOS
G42816,KSFB,KLEX
G42816,KSFB,KBNA
G42816,KSFB,KDSM
G42816,KSFB,KABE
G42840,KSFB,KBNA
G42861,KSFB,KJQF
G4289,KBLI,KLAS
G43476,KFLL,KSBN
G4528,KGRR,KFLL
G4877,KFSD,KPGD
G4974,KALB,KPIE
G74168,KUNV,KORD
G74190,KEWR,KGSO
G74394,KPWM,KIAD
G74418,KGRR,KORD
G74425,KDCA,KEWR
G74428,KGRB,KORD
G74447,KPHL,EDCT
G74447,KAVP,KORD
G74511,KUNV,KORD
G74517,KSTL,EDCT
G74576,KORD,KSGF
G74610,KEWR,KDCA
G74612,KORF,KEWR,KDCA
G74612,KPHL,EDCT
G90749,HKJK,OMSJ
GAF6C/L,KOMA,KBUR
GAF6C/L,KTEB,KOPF
GAF710,KIAD,KJFK,KIAD
GAF904,EDDK,EDDM
GAF918,VAAH,VOBL,EDDB
GB120,KEWR,KCVG
GB880,KCVG,KLAX
GCK18,EDDK,LOWK
GCR7966,EGLL,ZUCK
GEC8262,SBCT,SBKP
GEC8263,SBKP,EDDF
GEC8264,SBKP,SUMU
GEC8264,SUMU,SAEZ
GEC8301,LMML,DTTA
GEC8329,EFHK,EDDF
GEC8361,VABB,VOMM
GEC8371,VIDP,EDDF
GEC8375,VOHS,EDDF
GEC8401,ZSPD,EDDF
GEC8440,EDDF,ZHCC
GEC8461,VHHH,LTFM
GEC8461,LTFM,EDDF
GEC8473,VHHH,LTFM
GES041Z,LEMD,LEBL
GES041Z,LEBL,LEMD
GFA002,EGLL,OBBI
GFA007,OBBI,EGLL
GFA008,EGKK,OBBI
GFA018,LFPG,OBBI
GFA122,OBBI,GOOD
GFA123,ZGGG,OBBI
GFA125,ZSPD,OBBI
GFA127,ZSPD,OBBI
GFA152,OBBI,VTBS
GFA153,VTBS,OBBI
GFA153,CAN,BAH
GFA153,BKK,BAH
GFA154,OBBI,RPLL
GFA165,SIN,BAH
GFA165,OBBI,EGLL
GFA165,BKK,BAH
GFA165,OBBI,WSSS
GFA166,GMMN,OBBI
GFA166,RPLL,OBBI,EGCC
GFA17J,EGKK,OBBI
GFA6,BKK,BAH
GFA6,PVG,BAH
GFA6,EGLL,OBBI
GFA6,SIN,BAH
GFA7,OBBI,EGLL
GFA710,HKJK,OBBI
GFA8,EGKK,OBBI
GFA8,CAN,BAH
GFA8,CMN,BAH
GFA8,VTBS,OBBI
GFA8,BKK,BAH
GFA90,RPLL,OBBI,OBBI,WSSS
GIA875,RJTT,WIII
GIA881,RJAA,WADD
GIA89,EHAM,WIII
GIA894,WIII,ZSPD
GIA895,ZSPD,WIII
GJS4420,KORD,EDCT
GJS4456,KORD,EDCT
GJS4495,KORD,EDCT
GJS4530,KORD,EDCT
GJS4569,KPHL,EDCT
GLF4/L,KPHX,KHOU
GLF4/L,KMCO,MYNN
GLF4/L,KHOU,KCLE
GLF4/L,KCLE,AAFE
GLF5/L,KDAL,KBUR
GLF5/L,KBUR,KOAK,KTEB
GLF5/L,KDAL,AGCS
GLF5/L,KMCO,AGCS
GLF6/L,KDAL,KAMA
GLF6/L,KFLL,KBED
GLF6/L,KFLL,SBSV
GLJ33LE,EGGW,EDDM
GLJ33LE,EDDM,EPRZ
GLO1123,SBFI,OMNI
GLO1171,SBFI,SBGR
GLO1182,SBBR,SBRB
GLO1317,SBCF,SBSP
GLO1623,SBCF,SBBR
GLO1713,SBCY,SBBR
GLO1723,SBPA,SBGL
GLO1834,SBCF,SBSV
GLO1954,SBCF,SBCJ
GLO1977,SBGL,SBPS
GLO2038,SBCF,SBSV
GLO2059,SBCF,SBGL
GLO2069,SBFI,SBGL
GLO5T/L,TJSJ,TVSA
GLO5T/L,KVNY,KTUS
GLO5T/L,KSNA,FLOW
GLO7006,SABE,SBSV
GLO7215,SAEZ,SBBR
GLO7224,SABE,SULS
GLO7659,SAEZ,SBGL
GLO7681,SABE,SBGR
GLO7685,SABE,SBGR
GLO7695,SABE,SBFL
GLO7705,SABE,SBJP
GLO7753,SABE,SBRF
GLO9490,SAEZ,SBSV
GLO9493,SAEZ,SBPS
GQ921,LGAV,EPWA
GS0,KHND,KSNA
GS0,CYVR,KTEB,KJAC
GS0,KSSI,KCHS
GS0,LFLY,EGKB
GS0,MYAM,KDPA
GS0,KRKD,KTEB
GS0,KRKD,KMQS
GS0,KDPA,KMDW
GS0,KCMH,KDPA,KDPA
GS0,KFCM,KPIE
GS0,KRKD,KRKD
GS0,KDPA,KMSP
GS0,KDPA,KPBI
GS0,KYIP,KMMU
GS0,KDPA,KOPF
GS0,CYVR,CYVR
GS0,KSUA,TBPB
GS0,KPNE,KOGD
GS0,COND,HAVE
GS0,KBKL,KCLE
GS0,KPNE,KCRG
GS0,KBDR,KOXB,KPHL
GS0,EGLF,OJAI
GS0,KOSU,KAUS,KDWH
GS0,KFOK,KBOS
GS0,KNUQ,KUDD
GS0,KPNE,KFLO
GS0,KPNE,KBGE
GS0,KHKY,KALB
GS0,KFOK,KFFC
GS0,KFOK,KHIB
GS0,KBKL,KPIE
GS0,KHAO,KFTY
GS0,KBOI,KSAN
GS0,KCMH,KROA
GS0,KFOK,KPWK
GS0,KCMH,KEYW
GS0,KBKL,KBZN
GS0,KSJC,KSBA
GS0,EIDW,LEBL
GS0,EIDW,LSZH,LSGS
GS0,KSJC,KCLT
GS0,KBKL,KRAL
GS0,KOSU,KBTV,KPHL
GS0,KFOK,KJFK
GS0,KRDM,KCMA
GS0,KFOK,KHPN,KMDW
GS0,KBOI,KSDL
GS0,KBOI,KSFO
GS0,KASW,KSNA
GS0,KBOI,KCXP
GS0,KSSI,KMIA
GS0,KPSM,KTMB
GS0001,KBIS,KCMH
GS1,EGLF,LFLS
GS1,PHJR,PHKO
GS1,TBPB,KFXE
GS1,KTEB,KBOS
GS1,KPHL,KBOS
GS1,TQPF,KTEB
GS1,EFHK,EFKT
GS1,KPHL,MWCR
GS1,KBUR,KLAS
GS1,EGJJ,LOWI
GS1,KBDR,KDFW
GS1,KTRM,KLAS
GS63JP,KTEB,KAPF
GTI3019,RJGG,KLAX
GTI3408,KORD,ZHEC
GTI3413FD,VHHH,OMDW
GTI356,PANC,KLAX
GTI3590,LLBG,OMDW
GTI3596,ZHEC,PANC
GTI3596F,ZHEC,PANC
GTI4316,PANC,RJGG
GTI4357,OMSJ,KGSP
GTI4801A,KORD,PANC
GTI4806AE,ZSWX,PANC
GTI5229,UBBB,LEZG
GTI526,UBBB,LEZG
GTI526AE,UBBB,LEZG
GTI538,PANC,KMIA
GTI5561,KMIA,EHAM
GTI5676,UBBB,LEZG
GTI584,UBBB,LEZG
GTI592,ZSHC,PANC
GTI5928,ZSHC,PANC
GTI6282,RKSI,PANC
GTI7134,PANC,KORD
GTI7170E,PANC,KDFW
GTI759A,LSZH,LTFJ
GTI8008,UBBB,EGNX
GTI8008,UBBB,GOOD
GTI8008ED,UBBB,EGNX
GTI8008F,UBBB,EGBB
GTI8027,PANC,KMIA
GTI8118,KBWI,ETAR
GTI8119,ETAR,KBWI
GTI812,ZSPD,PANC
GTI8121,ZSPD,PANC
GTI8230,VHHH,PANC
GTI8310EC,PHNL,RKSI
GTI8317,RKSI,RCTP
GTI8532,PANC,KORD
GTI8559CE,VVNB,ZHEC
GTI8608,CYHZ,PANC
GTI8608,KJFK,PANC
GTI8641C,KORD,EBLG
GTI8658,EGNX,ZSHC
GTI8659,ZSHC,PANC
GTI8659,PANC,EGNX
GTI8692,VHHH,PANC
GTI8701AE,MMSM,PANC
GTI8757,RKSI,ZGSZ
GTI8805,KPSM,KIND
GTI8811BC,KSUU,PHNL
GTI8812,RKSO,RJTY
GTI8815FE,KSUU,PHNL
GTI8816,RKSO,RJTY
GTI8816,KSUU,KLAX
GTI8816F,RJTY,PAED
GTI8817E,KSUU,PAED
GTI8818,RJTY,PGUA
GTI8818,PHNL,KSUU
GTI8904,PANC,KMIA
GTI8904F,ZSPD,PANC
GTI8976,KJFK,PANC
GTI9543BA,YSSY,VHHH
GTI9565,KMZJ,KBWI
GTR1986,ZHEC,OMDW
H32119,LICB,LIML
H32119,LICB,LIRF
HA0803,HNL,SMF
HA0803,PHNL,SMF
HA0803,HNL,LAS
HA0814,PDX,HNL
HA0814,KPDX,PHNL
HA0814,HNL,PDX
HA0814,SMF,HNL
HA0814,PHNL,KLAS
HA0832,RJTT,PHNL
HA0836,PHNL,KLAX
HA0836,KLAX,PHNL
HA0836,HNL,LAX
HA0845,SFO,HNL
HA0851,PHNL,KSEA
HA1029,PHKO,PHLI
HA1030,PHNL,PHKO
HA1035,PHOG,PHNL
HA1041,PHNL,PHKO
HA1041,PHNL,PHOG
HA1049,PHNL,PHTO
HA1053,PHNL,PHOG
HA1053,PHNL,PHLI
HA1053,PHNL,PHTO
HA1057,PHNL,PHLI
HA1057,PHNL,PHTO
HA1057,PHNL,PHOG
HA1078,PHNL,PHKO
HA1085,PHNL,PHOG
HA1085,PHNL,PHTO
HA1085,PHNL,PHLI
HA1085,PHNL,PHKO
HA1115,PHNL,PHOG
HA1116,PHNL,PHTO
HA1116,PHNL,PHLI
HA1145,PHNL,PHOG
HA1145,PHNL,PHLI
HA1167,PHNL,PHTO
HA803,PHNL,KLAS
HA803,PPG,HNL,HNL,LAS
HA803,PHNL,KJFK
HA803,PHNL,KLAX
HA803,LAX,OGG,SEA
HA806,KLAS,PHNL,KJFK
HA806,LAS,HNL,LAX
HA806,LAX,OGG
HA807,PHNL,RJTT
HA810,PHNL,KSEA
HA810,KSEA,PHOG
HA810,PHOG,KLAX
HA810,KLAX,PHNL
HA810,LAX,HNL
HA810,HNL,SEA
HA810,OGG,LAX
HA813,PDX,HNL
HA813,PHNL,KLAS
HA814,SMF,HNL
HA814,LAX,HNL,LAX
HA815,PHNL,NSTU
HA815,HNL,PPG
HA815,PPG,HNL
HA816,PHX,HNL
HA816,PHNL,RJBB
HA816,HND,HNL
HA816,PHNL,KSEA
HA821,RKSI,KSEA,PHNL
HA823,PHNL,KSAN
HA829,RJTT,PHNL
HA829,SAN,HNL,HND
HA829,SYD,HNL
HA836,HNL,LAX
HA836,PHNL,KLAX
HA845,SFO,HNL,KIX
HA845,PHNL,KPHX
HA845,PHNL,KLAX
HA845,PHNL,RJBB
HA849,SMF,HNL,SFO
HA849,PHNL,RJTT
HA849,LAS,HNL,JFK
HA849,PHNL,KSFO
HA851,OGG,LAX
HA851,SEA,HNL,JFK
HA863,PPG,HNL
HA900,KPDX,KSEA
HA907,PHNL,KPDX
HA953,KPDX,PHNL
HBH3615,ZSHC,ZUYB
HBH8052,ZGNN,ZBAD
HBH8057,ZBAD,ZGOW
HCX41,EFHK,ESSB
HGO1710,VHHH,UBBB
HGO1717,UBBB,EGBB
HGO443,ZHEC,UAII
HGO879P,LFLX,EGNX
HKC332,VTBS,VHHH
HKC364,VHHH,UZTT
HKC371,VHHH,WSSS
HKC6651,VHHH,VGHS
HKC830,ZSPD,VHHH
HKC9005,ZSSS,VHHH
HKC9489,VHHH,UAAA
HKE701,VTBS,VHHH
HLF8080,ZBAA,RKSS
HLF8290,VOBL,VAPO
HLF8299,ZBAA,RKSS
HLF9816,LFPG,ZHEC
HLF9859,ZUUU,LKPR
HLF9872,EPKT,ZUUU
HLF9889,ZHEC,LFPG
HO1602,EGCC,ZSPD
HO1660,EBBR,ZSPD
HO1662,EGCC,ZSPD
HUA112,ZHCC,ZHCC
HVN10,VVNB,LFPG
HVN10,VVTS,LFPG
HVN14X,LEVC,EHAM
HVN307,RJAA,VVTS
HVN311,RJAA,VVNB
HVN318,VVDN,RJAA
HVN335,RJBB,VVNB,LFPG
HVN349,RJGG,VVNB
HVN409,RKSI,VVTS
HVN525,ZSPD,VVTS
HVN6A,LEVC,EHAM
HX0691,ZSSS,VHHH
HX13,ZSSS,VHHH
HX239,ZSSS,VHHH
HX693,RJBB,VHHH
HX693,CYVR,VHHH
HX780,VTBS,VHHH
HX81,RJAA,VHHH
HYP001,SBFL,LEIB
HYP1,SBFL,LEIB
HYT9051,ZSWZ,RKSI
HZA22,OERK,OEPA
HZA22,OERK,OEAO
HZA22,OERK,OETR
HZSKY1,LSZH,LFLL
IBB19VY,LEVC,GCXO
IBB5803,LEVC,GCLP
IBE0153,LEMD,SKBO
IBE0268,SBGR,LEMD
IBE0270,SBGL,LEMD
IBE0272,SBGR,LEMD
IBE0630,LSZH,LEMD
IBE06FK,LSZH,LEMD
IBE06TT,LSZH,LEMD
IBE06YZ,LSZH,LEMD
IBE113,RJAA,LEMD,SCEL
IBE114,SBGR,LEMD
IBE117,LEMD,SAEZ
IBE117,LEMD,SCEL
IBE153,LEMD,SKBO
IBE153,ZBTJ,HAVE
